type,animation_id,animation_name
wep1,55,Swing Shield Recoil Mid NW
wep1,56,Swing Shield Recoil Low SW
wep1,57,Swing Shield Recoil Low NW
wep1,58,Thrust Shield Recoil High SW
wep1,59,Thrust Shield Recoil High NW
wep1,60,Thrust Shield Recoil Mid SW
wep1,61,Thrust Shield Recoil Mid NW
wep1,62,Thrust Shield Recoil Low SW
wep1,63,Thrust Shield Recoil Low NW
wep1,64,? Unused
wep1,65,? Unused
wep1,66,Book 2 SW
wep1,67,Book 2 NW
wep1,68,? Unused
wep1,69,? Unused
wep1,70,? Unused
wep1,71,? Unused
wep1,72,? Unused
wep1,73,? Unused
wep1,74,? Unused
wep1,75,? Unused
wep1,76,? Unused
wep1,77,? Unused
wep1,78,? Unused
wep1,79,? Unused
wep1,80,? Unused
wep1,81,? Unused
wep1,82,? Unused
wep1,83,? Unused
wep1,84,? Unused
wep1,85,? Unused
wep1,86,Use Katana? SW
wep1,87,Use Katana? NW
wep1,88,Cloth/Bag High SW
wep1,89,Cloth/Bag High NW
wep1,90,Cloth/Bag Mid SW
wep1,91,Cloth/Bag Mid NW
wep1,92,Cloth/Bag Low SW
wep1,93,Cloth/Bag Low NW
wep2,0,Swing High SW
wep2,1,Swing High NW
wep2,2,Swing Mid SW
wep2,3,Swing Mid NW
wep2,4,Swing Low SW
wep2,5,Swing Low NW
wep2,6,Gun High SW
wep2,7,Gun High NW
wep2,8,Gun Mid SW
wep2,9,Gun Mid NW
wep2,10,Gun Low SW
wep2,11,Gun Low NW
wep2,12,Bow High SW
wep2,13,Bow High NW
wep2,14,Bow Mid SW
wep2,15,Bow Mid NW
wep2,16,Bow Low SW
wep2,17,Bow Low NW
wep2,18,Instrument SW
wep2,19,Instrument NW
wep2,20,Book SW
wep2,21,Book NW
wep2,22,Poke High SW
wep2,23,Poke High NW
wep2,24,Poke Mid SW
wep2,25,Poke Mid NW
wep2,26,Poke Low SW
wep2,27,Poke Low NW
wep2,28,Throw Item High Start SW
wep2,29,Throw Item High Start NW
wep2,30,Throw Item High Wait SW
wep2,31,Throw Item High Wait NW
wep2,32,Throw Item High Finish SW
wep2,33,Throw Item High Finish NW
wep2,34,Throw Item Mid Start SW
wep2,35,Throw Item Mid Start NW
wep2,36,Throw Item Mid Wait SW
wep2,37,Throw Item Mid Wait NW
wep2,38,Throw Item Mid Finish SW
wep2,39,Throw Item Mid Finish NW
wep2,40,Throw Item Low Start SW
wep2,41,Throw Item Low Start NW
wep2,42,Throw Item Low Wait SW
wep2,43,Throw Item Low Wait NW
wep2,44,Throw Item Low Finish SW
wep2,45,Throw Item Low Finish NW
wep2,46,Shield Block High SW
wep2,47,Shield Block High NW
wep2,48,Shield Block Mid SW
wep2,49,Shield Block Mid NW
wep2,50,Shield Block Low SW
wep2,51,Shield Block Low NW
wep2,52,Swing Shield Recoil High SW
wep2,53,Swing Shield Recoil High NW
wep2,54,Swing Shield Recoil Mid SW
wep2,55,Swing Shield Recoil Mid NW
wep2,56,Swing Shield Recoil Low SW
wep2,57,Swing Shield Recoil Low NW
wep2,58,Thrust Shield Recoil High SW
wep2,59,Thrust Shield Recoil High NW
wep2,60,Thrust Shield Recoil Mid SW
wep2,61,Thrust Shield Recoil Mid NW
wep2,62,Thrust Shield Recoil Low SW
wep2,63,Thrust Shield Recoil Low NW
wep2,64,? Unused
wep2,65,? Unused
wep2,66,Book 2 SW
wep2,67,Book 2 NW
wep2,68,? Unused
wep2,69,? Unused
wep2,70,? Unused
wep2,71,? Unused
wep2,72,? Unused
wep2,73,? Unused
wep2,74,? Unused
wep2,75,? Unused
wep2,76,? Unused
wep2,77,? Unused
wep2,78,? Unused
wep2,79,? Unused
wep2,80,? Unused
wep2,81,? Unused
wep2,82,? Unused
wep2,83,? Unused
wep2,84,? Unused
wep2,85,? Unused
wep2,86,Use Katana? SW
wep2,87,Use Katana? NW
wep2,88,Cloth/Bag High SW
wep2,89,Cloth/Bag High NW
wep2,90,Cloth/Bag Mid SW
wep2,91,Cloth/Bag Mid NW
wep2,92,Cloth/Bag Low SW
wep2,93,Cloth/Bag Low NW
